Tamanho da árvore,Depreciação
1912,32.8975
1913,32.8803
1914,32.9154
1915,32.8982
1916,32.881
1917,32.916
1918,32.8989
1919,32.8817
1920,32.9167
1921,32.8995
1922,32.8824
1923,32.9173
1924,32.9002
1925,32.8831
1926,32.918
1927,32.9009
1928,32.8838
1929,32.9186
1930,32.9016
1931,32.8845
1932,32.9193
1933,32.9022
1934,32.8852
1935,32.9199
1936,32.9029
1937,32.8859
1938,32.9205
1939,32.9036
1940,32.8866
1941,32.9212
1942,32.9042
1943,32.8873
1944,32.9218
1945,32.9049
1946,32.888
1947,32.9224
1948,32.9055
1949,32.8887
1950,32.9231
1951,32.9062
1952,32.8893
1953,32.9237
1954,32.9069
1955,32.89
1956,32.9243
1957,32.9075
1958,32.8907
1959,32.925
1960,32.9082
1961,32.8914
1962,32.9256
1963,32.9088
1964,32.8921
1965,32.9262
1966,32.9095
1967,32.8927
1968,32.9268
1969,32.9101
1970,32.8934
1971,32.9274
1972,32.9108
1973,32.8941
1974,32.9281
1975,32.9114
1976,32.8947
1977,32.9287
1978,32.912
1979,32.8954
1980,32.9293
1981,32.9127
1982,32.8961
1983,32.9299
1984,32.9133
1985,32.8967
1986,32.9305
1987,32.9139
1988,32.8974
1989,32.9311
1990,32.9146
1991,32.898
1992,32.9317
1993,32.9152
1994,32.8987
1995,32.9323
1996,32.9158
1997,32.8993
1998,32.9329
1999,32.9165
2000,32.9
2001,32.9335
2002,32.9171
2003,32.9006
2004,32.9341
2005,32.9177
2006,32.9013
2007,32.9347
2008,32.9183
2009,32.9019
2010,32.9353
2011,32.9189
2012,32.9026
2013,32.9359
2014,32.9196
2015,32.9032
2016,32.9365
2017,32.9202
2018,32.9039
2019,32.9371
2020,32.9208
2021,32.9045
2022,32.9377
2023,32.9214
2024,32.9051
2025,32.9383
2026,32.922
2027,32.9058
2028,32.9389
2029,32.9226
2030,32.9064
2031,32.9394
2032,32.9232
2033,32.907
2034,32.94
2035,32.9238
2036,32.9077
2037,32.9406
2038,32.9244
2039,32.9083
2040,32.9412
2041,32.925
2042,32.9089
2043,32.9418
2044,32.9256
2045,32.9095
2046,32.9423
2047,32.9262
2048,32.9102
2049,32.9429
2050,32.9268
2051,32.9108
2052,32.9435
2053,32.9274
2054,32.9114
2055,32.944
2056,32.928
2057,32.912
2058,32.9446
2059,32.9286
2060,32.9126
2061,32.9452
2062,32.9292
2063,32.9132
2064,32.9457
2065,32.9298
2066,32.9138
2067,32.9463
2068,32.9304
2069,32.9145
2070,32.9469
2071,32.931
2072,32.9151
2073,32.9474
2074,32.9315
2075,32.9157
2076,32.948
2077,32.9321
2078,32.9163
2079,32.9485
2080,32.9327
2081,32.9169
2082,32.9491
2083,32.9333
2084,32.9175
2085,32.9496
2086,32.9338
2087,32.9181
2088,32.9502
2089,32.9344
2090,32.9187
2091,32.9507
2092,32.935
2093,32.9193
2094,32.9513
2095,32.9356
2096,32.9198
2097,32.9518
2098,32.9361
2099,32.9204
2100,32.9524
2101,32.9367
2102,32.921
2103,32.9529
2104,32.9373
2105,32.9216
2106,32.9535
2107,32.9378
2108,32.9222
2109,32.954
2110,32.9384
2111,32.9228
2112,32.9545
2113,32.9389
2114,32.9234
2115,32.9551
2116,32.9395
2117,32.9239
2118,32.9556
2119,32.9401
2120,32.9245
2121,32.9562
2122,32.9406
2123,32.9251
2124,32.9567
2125,32.9412
2126,32.9257
2127,32.9572
2128,32.9417
2129,32.9263
2130,32.9577
2131,32.9423
2132,32.9268
2133,32.9583
2134,32.9428
2135,32.9274
2136,32.9588
2137,32.9434
2138,32.928
2139,32.9593
2140,32.9439
2141,32.9285
2142,32.9599
2143,32.9445
2144,32.9291
2145,32.9604
2146,32.945
2147,32.9297
2148,32.9609
2149,32.9456
2150,32.9302
2151,32.9614
2152,32.9461
2153,32.9308
2154,32.9619
2155,32.9466
2156,32.9314
2157,32.9624
2158,32.9472
2159,32.9319
2160,32.963
2161,32.9477
2162,32.9325
2163,32.9635
2164,32.9482
2165,32.933
2166,32.964
2167,32.9488
2168,32.9336
2169,32.9645
2170,32.9493
2171,32.9341
2172,32.965
2173,32.9498
2174,32.9347
2175,32.9655
2176,32.9504
2177,32.9352
2178,32.966
2179,32.9509
2180,32.9358
2181,32.9665
2182,32.9514
2183,32.9363
2184,32.967
2185,32.9519
2186,32.9369
2187,32.9675
2188,32.9525
2189,32.9374
2190,32.968
2191,32.953
2192,32.938
2193,32.9685
2194,32.9535
2195,32.9385
2196,32.969
2197,32.954
2198,32.939
2199,32.9695
2200,32.9545
2201,32.9396
2202,32.97
2203,32.9551
2204,32.9401
2205,32.9705
2206,32.9556
2207,32.9406
2208,32.971
2209,32.9561
2210,32.9412
2211,32.9715
2212,32.9566
2213,32.9417
2214,32.972
2215,32.9571
2216,32.9422
2217,32.9725
2218,32.9576
2219,32.9428
2220,32.973
2221,32.9581
2222,32.9433
2223,32.9735
2224,32.9586
2225,32.9438
2226,32.9739
2227,32.9591
2228,32.9443
2229,32.9744
2230,32.9596
2231,32.9449
2232,32.9749
2233,32.9601
2234,32.9454
2235,32.9754
2236,32.9606
2237,32.9459
2238,32.9759
2239,32.9611
2240,32.9464
2241,32.9763
2242,32.9616
2243,32.9469
2244,32.9768
2245,32.9621
2246,32.9475
2247,32.9773
2248,32.9626
2249,32.948
2250,32.9778
2251,32.9631
2252,32.9485
2253,32.9783
2254,32.9636
2255,32.949
2256,32.9787
2257,32.9641
2258,32.9495
2259,32.9792
2260,32.9646
2261,32.95
2262,32.9797
2263,32.9651
2264,32.9505
2265,32.9801
2266,32.9656
2267,32.951
2268,32.9806
2269,32.9661
2270,32.9515
2271,32.9811
2272,32.9665
2273,32.952
2274,32.9815
2275,32.967
2276,32.9525
2277,32.982
2278,32.9675
2279,32.953
2280,32.9825
2281,32.968
2282,32.9535
2283,32.9829
2284,32.9685
2285,32.954
2286,32.9834
2287,32.969
2288,32.9545
2289,32.9838
2290,32.9694
2291,32.955
2292,32.9843
2293,32.9699
2294,32.9555
2295,32.9847
2296,32.9704
2297,32.956
2298,32.9417
2299,32.9274
2300,32.913
2301,32.9422
2302,32.9279
2303,32.9136
2304,32.9427
2305,32.9284
2306,32.9141
2307,32.9432
2308,32.9289
2309,32.9147
2310,32.9437
2311,32.9295
2312,32.9152
2313,32.9442
2314,32.93
2315,32.9158
2316,32.9447
2317,32.9305
2318,32.9163
2319,32.9452
2320,32.931
2321,32.9168
2322,32.9457
2323,32.9316
2324,32.9174
2325,32.9462
2326,32.9321
2327,32.9179
2328,32.9467
2329,32.9326
2330,32.9185
2331,32.9472
2332,32.9331
2333,32.919
2334,32.9477
2335,32.9336
2336,32.9195
2337,32.9482
2338,32.9341
2339,32.9201
2340,32.9487
2341,32.9346
2342,32.9206
2343,32.9492
2344,32.9352
2345,32.9211
2346,32.9497
2347,32.9357
2348,32.9216
2349,32.9502
2350,32.9362
2351,32.9222
2352,32.9507
2353,32.9367
2354,32.9227
2355,32.9512
2356,32.9372
2357,32.9232
2358,32.9517
2359,32.9377
2360,32.9237
2361,32.9521
2362,32.9382
2363,32.9242
2364,32.9526
2365,32.9387
2366,32.9248
2367,32.9531
2368,32.9392
2369,32.9253
2370,32.9536
2371,32.9397
2372,32.9258
2373,32.9541
2374,32.9402
2375,32.9263
2376,32.9545
2377,32.9407
2378,32.9268
2379,32.955
2380,32.9412
2381,32.9273
2382,32.9555
2383,32.9417
2384,32.9279
2385,32.956
2386,32.9422
2387,32.9284
2388,32.9564
2389,32.9427
2390,32.9289
2391,32.9569
2392,32.9431
2393,32.9294
2394,32.9574
2395,32.9436
2396,32.9299
2397,32.9579
2398,32.9441
2399,32.9304
2400,32.9583
2401,32.9446
2402,32.9309
2403,32.9588
2404,32.9451
2405,32.9314
2406,32.9593
2407,32.9456
2408,32.9319
2409,32.9597
2410,32.9461
2411,32.9324
2412,32.9602
2413,32.9465
2414,32.9329
2415,32.9607
2416,32.947
2417,32.9334
2418,32.9611
2419,32.9475
2420,32.9339
2421,32.9616
2422,32.948
2423,32.9344
2424,32.962
2425,32.9485
2426,32.9349
2427,32.9625
2428,32.9489
2429,32.9354
2430,32.963
2431,32.9494
2432,32.9359
2433,32.9634
2434,32.9499
2435,32.9363
2436,32.9639
2437,32.9503
2438,32.9368
2439,32.9643
2440,32.9508
2441,32.9373
2442,32.9648
2443,32.9513
2444,32.9378
2445,32.9652
2446,32.9518
2447,32.9383
2448,32.9657
2449,32.9522
2450,32.9388
2451,32.9661
2452,32.9527
2453,32.9393
2454,32.9666
2455,32.9532
2456,32.9397
2457,32.967
2458,32.9536
2459,32.9402
2460,32.9675
2461,32.9541
2462,32.9407
2463,32.9679
2464,32.9545
2465,32.9412
2466,32.9684
2467,32.955
2468,32.9417
2469,32.9688
2470,32.9555
2471,32.9421
2472,32.9693
2473,32.9559
2474,32.9426
2475,32.9697
2476,32.9564
2477,32.9431
2478,32.9701
2479,32.9568
2480,32.9435
2481,32.9706
2482,32.9573
2483,32.944
2484,32.971
2485,32.9577
2486,32.9445
2487,32.9715
2488,32.9582
2489,32.945
2490,32.9719
2491,32.9587
2492,32.9454
2493,32.9723
2494,32.9591
2495,32.9459
2496,32.9728
2497,32.9596
2498,32.9464
2499,32.9732
2500,32.96
2501,32.9468
2502,32.9736
2503,32.9604
2504,32.9473
2505,32.9741
2506,32.9609
2507,32.9477
2508,32.9745
2509,32.9613
2510,32.9482
2511,32.9749
2512,32.9618
2513,32.9487
2514,32.9753
2515,32.9622
2516,32.9491
2517,32.9758
2518,32.9627
2519,32.9496
2520,32.9762
2521,32.9631
2522,32.95
2523,32.9766
2524,32.9635
2525,32.9505
2526,32.977
2527,32.964
2528,32.9509
2529,32.9775
2530,32.9644
2531,32.9514
2532,32.9779
2533,32.9649
2534,32.9519
2535,32.9783
2536,32.9653
2537,32.9523
2538,32.9787
2539,32.9657
2540,32.9528
2541,32.9791
2542,32.9662
2543,32.9532
2544,32.9796
2545,32.9666
2546,32.9537
2547,32.98
2548,32.967
2549,32.9541
2550,32.9804
2551,32.9675
2552,32.9545
2553,32.9808
2554,32.9679
2555,32.955
2556,32.9812
2557,32.9683
2558,32.9554
2559,32.9816
2560,32.9688
2561,32.9559
2562,32.982
2563,32.9692
2564,32.9563
2565,32.9825
2566,32.9696
2567,32.9568
2568,32.9829
2569,32.97
2570,32.9572
2571,32.9833
2572,32.9705
2573,32.9576
2574,32.9837
2575,32.9709
2576,32.9581
2577,32.9841
2578,32.9713
2579,32.9585
2580,32.9845
2581,32.9717
2582,32.9589
2583,32.9849
2584,32.9721
2585,32.9594
2586,32.9853
2587,32.9726
2588,32.9598
2589,32.9857
2590,32.973
2591,32.9602
2592,32.9861
2593,32.9734
2594,32.9607
2595,32.9865
2596,32.9738
2597,32.9611
2598,32.9869
2599,32.9742
2600,32.9615
2601,32.9873
2602,32.9746
2603,32.962
2604,32.9877
2605,32.975
2606,32.9624
2607,32.9881
2608,32.9755
2609,32.9628
2610,32.9885
2611,32.9759
2612,32.9632
2613,32.9889
2614,32.9763
2615,32.9637
2616,32.9893
2617,32.9767
2618,32.9641
2619,32.9897
2620,32.9771
2621,32.9645
2622,32.9901
2623,32.9775
2624,32.9649
2625,32.9905
2626,32.9779
2627,32.9654
2628,32.9909
2629,32.9783
2630,32.9658
2631,32.9913
2632,32.9787
2633,32.9662
2634,32.9916
2635,32.9791
2636,32.9666
2637,32.992
2638,32.9795
2639,32.967
2640,32.9924
2641,32.9799
2642,32.9674
2643,32.9928
2644,32.9803
2645,32.9679
2646,32.9932
2647,32.9807
2648,32.9683
2649,32.9936
2650,32.9811
2651,32.9687
2652,32.994
2653,32.9815
2654,32.9691
2655,32.9944
2656,32.9819
2657,32.9695
2658,32.9947
2659,32.9823
2660,32.9699
2661,32.9951
2662,32.9827
2663,32.9703
2664,32.9955
2665,32.9831
2666,32.9707
2667,32.9959
2668,32.9835
2669,32.9712
2670,32.9963
2671,32.9839
2672,32.9716
2673,32.9966
2674,32.9843
2675,32.972
2676,32.997
2677,32.9847
2678,32.9724
2679,32.9974
2680,32.9851
2681,32.9728
2682,32.9978
2683,32.9855
2684,32.9732
2685,32.9981
2686,32.9859
2687,32.9736
2688,32.9985
2689,32.9862
2690,32.974
2691,32.9989
2692,32.9866
2693,32.9744
2694,32.9993
2695,32.987
2696,32.9748
2697,32.9996
2698,32.9874
2699,32.9752
2700,33
2701,32.9878
2702,32.9756
2703,33.0004
2704,32.9882
2705,32.976
2706,33.0007
2707,32.9885
2708,32.9764
2709,33.0011
2710,32.9889
2711,32.9768
2712,33.0015
2713,32.9893
2714,32.9772
2715,33.0018
2716,32.9897
2717,32.9775
2718,33.0022
2719,32.9901
2720,32.9779
2721,33.0026
2722,32.9904
2723,32.9783
2724,33.0029
2725,32.9908
2726,32.9787
2727,33.0033
2728,32.9912
2729,32.9791
2730,33.0037
2731,32.9916
2732,32.9795
2733,33.004
2734,32.992
2735,32.9799
2736,33.0044
2737,32.9923
2738,32.9803
2739,33.0047
2740,32.9927
2741,32.9807
2742,33.0051
2743,32.9931
2744,32.981
2745,33.0055
2746,32.9934
2747,32.9814
2748,33.0058
2749,32.9938
2750,32.9818
2751,33.0062
2752,32.9942
2753,32.9822
2754,33.0065
2755,32.9946
2756,32.9826
2757,33.0069
2758,32.9949
2759,32.983
2760,33.0072
2761,32.9953
2762,32.9833
2763,33.0076
2764,32.9957
2765,32.9837
2766,33.008
2767,32.996
2768,32.9841
2769,33.0083
2770,32.9964
2771,32.9845
2772,33.0087
2773,32.9968
2774,32.9849
2775,33.009
2776,32.9971
2777,32.9852
2778,33.0094
2779,32.9975
2780,32.9856
2781,33.0097
2782,32.9978
2783,32.986
2784,33.0101
2785,32.9982
2786,32.9864
2787,33.0104
2788,32.9986
2789,32.9867
2790,33.0108
2791,32.9989
2792,32.9871
2793,33.0111
2794,32.9993
2795,32.9875
2796,33.0114
2797,32.9996
2798,32.9878
2799,33.0118
2800,33
2801,32.9882
2802,33.0121
2803,33.0004
2804,32.9886
2805,33.0125
2806,33.0007
2807,32.989
2808,33.0128
2809,33.0011
2810,32.9893
2811,33.0132
2812,33.0014
2813,32.9897
2814,33.0135
2815,33.0018
2816,32.9901
2817,33.0138
2818,33.0021
2819,32.9904
2820,33.0142
2821,33.0025
2822,32.9908
2823,33.0145
2824,33.0028
2825,32.9912
2826,33.0149
2827,33.0032
2828,32.9915
2829,33.0152
2830,33.0035
2831,32.9919
2832,33.0155
2833,33.0039
2834,32.9922
2835,33.0159
2836,33.0042
2837,32.9926
2838,33.0162
2839,33.0046
2840,32.993
2841,33.0165
2842,33.0049
2843,32.9933
2844,33.0169
2845,33.0053
2846,32.9937
2847,33.0172
2848,33.0056
2849,32.994
2850,33.0175
2851,33.006
2852,32.9944
2853,33.0179
2854,33.0063
2855,32.9947
2856,33.0182
2857,33.0067
2858,32.9951
2859,33.0185
2860,33.007
2861,32.9955
2862,33.0189
2863,33.0073
2864,32.9958
2865,33.0192
2866,33.0077
2867,32.9962
2868,33.0195
2869,33.008
2870,32.9965
2871,33.0199
2872,33.0084
2873,32.9969
2874,33.0202
2875,33.0087
2876,32.9972
2877,33.0205
2878,33.009
2879,32.9976
2880,33.0208
2881,33.0094
2882,32.9979
2883,33.0212
2884,33.0097
2885,32.9983
2886,33.0215
2887,33.01
2888,32.9986
2889,33.0218
2890,33.0104
2891,32.999
2892,33.0221
2893,33.0107
2894,32.9993
2895,33.0225
2896,33.011
2897,32.9997
2898,33.0228
2899,33.0114
2900,33
2901,33.0231
2902,33.0117
2903,33.0003
2904,33.0234
2905,33.012
2906,33.0007
2907,33.0237
2908,33.0124
2909,33.001
2910,33.0241
2911,33.0127
2912,33.0014
2913,33.0244
2914,33.013
2915,33.0017
2916,33.0247
2917,33.0134
2918,33.0021
2919,33.025
2920,33.0137
2921,33.0024
2922,33.0253
2923,33.014
2924,33.0027
2925,33.0256
2926,33.0144
2927,33.0031
2928,33.026
2929,33.0147
2930,33.0034
2931,33.0263
2932,33.015
2933,33.0038
2934,33.0266
2935,33.0153
2936,33.0041
2937,33.0269
2938,33.0157
2939,33.0044
2940,33.0272
2941,33.016
2942,33.0048
2943,33.0275
2944,33.0163
2945,33.0051
2946,33.0278
2947,33.0166
2948,33.0054
2949,33.0281
2950,33.0169
2951,33.0058
2952,33.0285
2953,33.0173
2954,33.0061
2955,33.0288
2956,33.0176
2957,33.0064
2958,33.0291
2959,33.0179
2960,33.0068
2961,33.0294
2962,33.0182
2963,33.0071
2964,33.0297
2965,33.0185
2966,33.0074
2967,33.03
2968,33.0189
2969,33.0077
2970,33.0303
2971,33.0192
2972,33.0081
2973,33.0306
2974,33.0195
2975,33.0084
2976,33.0309
2977,33.0198
2978,33.0087
2979,33.0312
2980,33.0201
2981,33.0091
2982,33.0315
2983,33.0204
2984,33.0094
2985,33.0318
2986,33.0208
2987,33.0097
2988,33.0321
2989,33.0211
2990,33.01
2991,33.0324
2992,33.0214
2993,33.0104
2994,33.0327
2995,33.0217
2996,33.0107
2997,33.033
2998,33.022
2999,33.011
3000,33.0333
3001,33.0223
3002,33.0113
3003,33.0336
3004,33.0226
3005,33.0116
3006,33.0339
3007,33.0229
3008,33.012
3009,33.0342
3010,33.0233
3011,33.0123
3012,33.0345
3013,33.0236
3014,33.0126
3015,33.0348
3016,33.0239
3017,33.0129
3018,33.0351
3019,33.0242
3020,33.0132
3021,33.0354
3022,33.0245
3023,33.0136
3024,33.0357
3025,33.0248
3026,33.0139
3027,33.036
3028,33.0251
3029,33.0142
3030,33.0363
3031,33.0254
3032,33.0145
3033,33.0366
3034,33.0257
3035,33.0148
3036,33.0369
3037,33.026
3038,33.0151
3039,33.0372
3040,33.0263
3041,33.0155
3042,33.0375
3043,33.0266
3044,33.0158
3045,33.0378
3046,33.0269
3047,33.0161
3048,33.0381
3049,33.0272
3050,33.0164
3051,33.0383
3052,33.0275
3053,33.0167
3054,33.0386
3055,33.0278
3056,33.017
3057,33.0389
3058,33.0281
3059,33.0173
3060,33.0392
3061,33.0284
3062,33.0176
3063,33.0395
3064,33.0287
3065,33.0179
3066,33.0398
3067,33.029
3068,33.0183
3069,33.0401
3070,33.0293
3071,33.0186
3072,33.0404
3073,33.0296
3074,33.0189
3075,33.0407
3076,33.0299
3077,33.0192
3078,33.0409
3079,33.0302
3080,33.0195
3081,33.0412
3082,33.0305
3083,33.0198
3084,33.0415
3085,33.0308
3086,33.0201
3087,33.0418
3088,33.0311
3089,33.0204
3090,33.0421
3091,33.0314
3092,33.0207
3093,33.0424
3094,33.0317
3095,33.021
3096,33.0426
3097,33.032
3098,33.0213
3099,33.0429
3100,33.0323
3101,33.0216
3102,33.0432
3103,33.0325
3104,33.0219
3105,33.0435
3106,33.0328
3107,33.0222
3108,33.0438
3109,33.0331
3110,33.0225
3111,33.044
3112,33.0334
3113,33.0228
3114,33.0443
3115,33.0337
3116,33.0231
3117,33.0446
3118,33.034
3119,33.0234
3120,33.0449
3121,33.0343
3122,33.0237
3123,33.0451
3124,33.0346
3125,33.024
3126,33.0454
3127,33.0349
3128,33.0243
3129,33.0457
3130,33.0351
3131,33.0246
3132,33.046
3133,33.0354
3134,33.0249
3135,33.0463
3136,33.0357
3137,33.0252
3138,33.0465
3139,33.036
3140,33.0255
3141,33.0468
3142,33.0363
3143,33.0258
3144,33.0471
3145,33.0366
3146,33.0261
3147,33.0473
3148,33.0368
3149,33.0264
3150,33.0476
3151,33.0371
3152,33.0266
3153,33.0479
3154,33.0374
3155,33.0269
3156,33.0482
3157,33.0377
3158,33.0272
3159,33.0484
3160,33.038
3161,33.0275
3162,33.0487
3163,33.0383
3164,33.0278
3165,33.049
3166,33.0385
3167,33.0281
3168,33.0492
3169,33.0388
3170,33.0284
3171,33.0495
3172,33.0391
3173,33.0287
3174,33.0498
3175,33.0394
3176,33.029
3177,33.05
3178,33.0396
3179,33.0293
3180,33.0503
3181,33.0399
3182,33.0295
3183,33.0506
3184,33.0402
3185,33.0298
3186,33.0508
3187,33.0405
3188,33.0301
3189,33.0511
3190,33.0408
3191,33.0304
3192,33.0514
3193,33.041
3194,33.0307
3195,33.0516
3196,33.0413
3197,33.031
3198,33.0519
3199,33.0416
3200,33.0312
3201,33.0522
3202,33.0418
3203,33.0315
3204,33.0524
3205,33.0421
3206,33.0318
3207,33.0527
3208,33.0424
3209,33.0321
3210,33.053
3211,33.0427
3212,33.0324
3213,33.0532
3214,33.0429
3215,33.0327
3216,33.0535
3217,33.0432
3218,33.0329
3219,33.0537
3220,33.0435
3221,33.0332
3222,33.054
3223,33.0437
3224,33.0335
3225,33.0543
3226,33.044
3227,33.0338
3228,33.0545
3229,33.0443
3230,33.0341
3231,33.0548
3232,33.0446
3233,33.0343
3234,33.055
3235,33.0448
3236,33.0346
3237,33.0553
3238,33.0451
3239,33.0349
3240,33.0556
3241,33.0454
3242,33.0352
3243,33.0558
3244,33.0456
3245,33.0354
3246,33.0561
3247,33.0459
3248,33.0357
3249,33.0563
3250,33.0462
3251,33.036
3252,33.0566
3253,33.0464
3254,33.0363
3255,33.0568
3256,33.0467
3257,33.0365
3258,33.0571
3259,33.0469
3260,33.0368
3261,33.0573
3262,33.0472
3263,33.0371
3264,33.0576
3265,33.0475
3266,33.0374
3267,33.0579
3268,33.0477
3269,33.0376
3270,33.0581
3271,33.048
3272,33.0379
3273,33.0584
3274,33.0483
3275,33.0382
3276,33.0586
3277,33.0485
3278,33.0384
3279,33.0589
3280,33.0488
3281,33.0387
3282,33.0591
3283,33.049
3284,33.039
3285,33.0594
3286,33.0493
3287,33.0392
3288,33.0596
3289,33.0496
3290,33.0395
3291,33.0599
3292,33.0498
3293,33.0398
3294,33.0601
3295,33.0501
3296,33.04
3297,33.0604
3298,33.0503
3299,33.0403
3300,33.0606
3301,33.0506
3302,33.0406
3303,33.0609
3304,33.0508
3305,33.0408
3306,33.0611
3307,33.0511
3308,33.0411
3309,33.0613
3310,33.0514
3311,33.0414
3312,33.0616
3313,33.0516
3314,33.0416
3315,33.0618
3316,33.0519
3317,33.0419
3318,33.0621
3319,33.0521
3320,33.0422
3321,33.0623
3322,33.0524
3323,33.0424
3324,33.0626
3325,33.0526
3326,33.0427
3327,33.0628
3328,33.0529
3329,33.043
3330,33.0631
3331,33.0531
3332,33.0432
3333,33.0633
3334,33.0534
3335,33.0435
3336,33.0635
3337,33.0536
3338,33.0437
3339,33.0638
3340,33.0539
3341,33.044
3342,33.064
3343,33.0541
3344,33.0443
3345,33.0643
3346,33.0544
3347,33.0445
3348,33.0645
3349,33.0546
3350,33.0448
3351,33.0648
3352,33.0549
3353,33.045
3354,33.065
3355,33.0551
3356,33.0453
3357,33.0652
3358,33.0554
3359,33.0455
3360,33.0655
3361,33.0556
3362,33.0458
3363,33.0657
3364,33.0559
3365,33.0461
3366,33.066
3367,33.0561
3368,33.0463
3369,33.0662
3370,33.0564
3371,33.0466
3372,33.0664
3373,33.0566
3374,33.0468
3375,33.0667
3376,33.0569
3377,33.0471
3378,33.0669
3379,33.0571
3380,33.0473
3381,33.0671
3382,33.0574
3383,33.0476
3384,33.0674
3385,33.0576
3386,33.0478
3387,33.0676
3388,33.0579
3389,33.0481
3390,33.0678
3391,33.0581
3392,33.0483
3393,33.0681
3394,33.0583
3395,33.0486
3396,33.0683
3397,33.0586
3398,33.0489
3399,33.0685
3400,33.0588
3401,33.0491
3402,33.0688
3403,33.0591
3404,33.0494
3405,33.069
3406,33.0593
3407,33.0496
3408,33.0692
3409,33.0595
3410,33.0499
3411,33.0695
3412,33.0598
3413,33.0501
3414,33.0697
3415,33.06
3416,33.0504
3417,33.0699
3418,33.0603
3419,33.0506
3420,33.0702
3421,33.0605
3422,33.0508
3423,33.0704
3424,33.0607
3425,33.0511
3426,33.0706
3427,33.061
3428,33.0513
3429,33.0709
3430,33.0612
3431,33.0516
3432,33.0711
3433,33.0615
3434,33.0518
3435,33.0713
3436,33.0617
3437,33.0521
3438,33.0716
3439,33.0619
3440,33.0523
3441,33.0718
3442,33.0622
3443,33.0526
3444,33.072
3445,33.0624
3446,33.0528
3447,33.0722
3448,33.0626
3449,33.0531
3450,33.0725
3451,33.0629
3452,33.0533
3453,33.0727
3454,33.0631
3455,33.0535
3456,33.0729
3457,33.0633
3458,33.0538
3459,33.0731
3460,33.0636
3461,33.054
3462,33.0734
3463,33.0638
3464,33.0543
3465,33.0736
3466,33.0641
3467,33.0545
3468,33.0738
3469,33.0643
3470,33.0548
3471,33.074
3472,33.0645
3473,33.055
3474,33.0743
3475,33.0647
3476,33.0552
3477,33.0745
3478,33.065
3479,33.0555
3480,33.0747
3481,33.0652
3482,33.0557
3483,33.0749
3484,33.0654
3485,33.056
3486,33.0752
3487,33.0657
3488,33.0562
3489,33.0754
3490,33.0659
3491,33.0564
3492,33.0756
3493,33.0661
3494,33.0567
3495,33.0758
3496,33.0664
3497,33.0569
3498,33.076
3499,33.0666
3500,33.0571
3501,33.0763
3502,33.0668
3503,33.0574
3504,33.0765
3505,33.067
3506,33.0576
3507,33.0767
3508,33.0673
3509,33.0579
3510,33.0769
3511,33.0675
3512,33.0581
3513,33.0771
3514,33.0677
3515,33.0583
3516,33.0774
3517,33.068
3518,33.0586
3519,33.0776
3520,33.0682
3521,33.0588
3522,33.0778
3523,33.0684
3524,33.059
3525,33.078
3526,33.0686
3527,33.0593
3528,33.0782
3529,33.0689
3530,33.0595
3531,33.0784
3532,33.0691
3533,33.0597
3534,33.0787
3535,33.0693
3536,33.06
3537,33.0789
3538,33.0695
3539,33.0602
3540,33.0791
3541,33.0698
3542,33.0604
3543,33.0793
3544,33.07
3545,33.0606
3546,33.0795
3547,33.0702
3548,33.0609
3549,33.0797
3550,33.0704
3551,33.0611
3552,33.08
3553,33.0706
3554,33.0613
3555,33.0802
3556,33.0709
3557,33.0616
3558,33.0804
3559,33.0711
3560,33.0618
3561,33.0806
3562,33.0713
3563,33.062
3564,33.0808
3565,33.0715
3566,33.0623
3567,33.081
3568,33.0717
3569,33.0625
3570,33.0812
3571,33.072
3572,33.0627
3573,33.0814
3574,33.0722
3575,33.0629
3576,33.0817
3577,33.0724
3578,33.0632
3579,33.0819
3580,33.0726
3581,33.0634
3582,33.0821
3583,33.0728
3584,33.0636
3585,33.0823
3586,33.0731
3587,33.0638
3588,33.0825
3589,33.0733
3590,33.0641
3591,33.0827
3592,33.0735
3593,33.0643
3594,33.0829
3595,33.0737
3596,33.0645
3597,33.0831
3598,33.0739
3599,33.0647
3600,33.0833
3601,33.0741
3602,33.065
3603,33.0835
3604,33.0744
3605,33.0652
3606,33.0837
3607,33.0746
3608,33.0654
3609,33.084
3610,33.0748
3611,33.0656
3612,33.0842
3613,33.075
3614,33.0659
3615,33.0844
3616,33.0752
3617,33.0661
3618,33.0846
3619,33.0754
3620,33.0663
3621,33.0848
3622,33.0756
3623,33.0665
3624,33.085
3625,33.0759
3626,33.0667
3627,33.0852
3628,33.0761
3629,33.067
3630,33.0854
3631,33.0763
3632,33.0672
3633,33.0856
3634,33.0765
3635,33.0674
3636,33.0858
3637,33.0767
3638,33.0676
3639,33.086
3640,33.0769
3641,33.0678
3642,33.0862
3643,33.0771
3644,33.0681
3645,33.0864
3646,33.0773
3647,33.0683
3648,33.0866
3649,33.0776
3650,33.0685
3651,33.0868
3652,33.0778
3653,33.0687
3654,33.087
3655,33.078
3656,33.0689
3657,33.0872
3658,33.0782
3659,33.0691
3660,33.0874
3661,33.0784
3662,33.0694
3663,33.0876
3664,33.0786
3665,33.0696
3666,33.0878
3667,33.0788
3668,33.0698
3669,33.088
3670,33.079
3671,33.07
3672,33.0882
3673,33.0792
3674,33.0702
3675,33.0884
3676,33.0794
3677,33.0704
3678,33.0886
3679,33.0796
3680,33.0707
3681,33.0888
3682,33.0798
